"workerid","condition","spinnerID","payoff1","payoff2","payoff3","prob1","prob2","prob3","win","winProb","angleProp","happy","sad","anger","surprise","disgust","fear","content","disapp","prospective","retrospective","firstPerson","thirdPerson"
161,1,5,10,35,75,0.515,0.3,0.185,35,0.3,0.188,7,1,1,4,1,1,5,4,0,1,1,0
195,1,24,20,60,90,0.33,0.2,0.47,90,0.47,0.997,5,1,1,4,1,1,6,1,0,1,1,0
106,1,36,30,50,90,0.39,0.25,0.36,90,0.36,0.78,8,1,1,8,1,1,5,1,0,1,1,0
113,1,49,50,75,90,0.3,0.52,0.18,50,0.3,0.485,6,1,1,4,1,1,1,1,0,1,1,0
197,1,16,25,60,100,0.45,0.37,0.18,25,0.45,0.324,7,1,1,5,1,1,7,1,0,1,1,0
115,1,7,15,70,80,0.47,0.28,0.25,15,0.47,0.956,7,3,1,1,1,1,1,6,0,1,1,0
137,1,22,20,60,90,0.32,0.16,0.52,20,0.32,0.113,3,7,5,7,3,1,5,9,0,1,1,0
153,1,35,30,50,90,0.41,0.24,0.35,50,0.24,0.407,7,1,1,6,1,1,7,1,0,1,1,0
164,1,28,40,65,100,0.36,0.4,0.24,40,0.36,0.364,7,1,1,2,1,1,7,1,0,1,1,0
111,1,38,20,50,90,0.3,0.18,0.52,50,0.18,0.694,9,1,1,7,1,1,9,2,0,1,1,0
182,1,28,40,65,100,0.36,0.4,0.24,40,0.36,0.053,7,1,1,8,1,1,6,1,0,1,1,0
177,1,12,20,45,70,0.4,0.34,0.26,70,0.26,0.295,9,2,2,9,1,1,1,1,0,1,1,0
135,1,11,20,45,70,0.41,0.35,0.24,45,0.35,0.787,8,1,1,7,1,1,7,1,0,1,1,0
194,1,10,20,45,70,0.43,0.39,0.18,20,0.43,0.419,7,1,1,7,1,1,9,1,0,1,1,0
139,1,4,10,35,75,0.5,0.31,0.19,10,0.5,0.571,3,3,3,3,3,3,3,3,0,1,1,0
185,1,30,40,65,100,0.37,0.32,0.31,100,0.31,0.665,9,1,1,8,1,1,9,1,0,1,1,0
125,1,5,10,35,75,0.515,0.3,0.185,35,0.3,0.21,9,1,1,9,1,1,9,2,0,1,1,0
181,1,45,10,50,75,0.6,0.24,0.16,75,0.16,0.067,6,1,1,7,1,1,8,1,0,1,1,0
154,1,9,15,70,80,0.45,0.29,0.26,80,0.26,0.738,5,5,5,5,1,1,7,3,0,1,1,0
146,1,17,25,60,100,0.42,0.38,0.2,60,0.38,0.519,8,2,2,8,1,1,7,2,0,1,1,0
147,1,47,55,70,85,0.28,0.51,0.21,70,0.51,0.112,7,1,1,3,1,1,7,2,0,1,1,0
192,1,30,40,65,100,0.37,0.32,0.31,100,0.31,0.653,9,1,1,9,1,1,5,1,0,1,1,0
157,1,18,25,60,100,0.43,0.35,0.22,100,0.22,0.936,7,1,1,8,1,1,5,1,0,1,1,0
190,1,27,15,50,75,0.25,0.38,0.37,75,0.37,0.319,7,3,3,7,3,3,7,3,0,1,1,0
128,1,16,25,60,100,0.45,0.37,0.18,25,0.45,0.922,7,1,1,1,1,1,8,3,0,1,1,0
138,1,45,10,50,75,0.6,0.24,0.16,75,0.16,0.122,9,1,1,8,1,1,8,1,0,1,1,0
136,1,14,30,50,95,0.33,0.29,0.38,50,0.29,0.702,8,1,1,9,1,1,9,1,0,1,1,0
110,1,15,30,50,95,0.3,0.3,0.4,95,0.4,0.954,7,1,1,3,1,1,9,1,0,1,1,0
130,1,34,30,50,90,0.43,0.23,0.34,30,0.43,0.874,3,1,1,3,1,1,8,4,0,1,1,0
133,1,3,0,30,60,0.41,0.37,0.22,60,0.22,0.825,9,1,1,9,1,1,5,1,0,1,1,0
121,1,44,10,50,75,0.58,0.24,0.18,50,0.24,0.521,9,1,1,9,1,1,6,1,0,1,1,0
168,1,22,20,60,90,0.32,0.16,0.52,20,0.32,0.235,5,1,1,1,1,1,1,1,0,1,1,0
105,1,26,15,50,75,0.24,0.4,0.36,50,0.4,0.237,6,1,2,1,1,1,5,1,0,1,1,0
174,1,23,20,60,90,0.34,0.22,0.44,60,0.22,0.09,9,1,1,8,1,1,7,1,0,1,1,0
191,1,4,10,35,75,0.5,0.31,0.19,10,0.5,0.972,6,2,1,2,1,1,6,4,0,1,1,0
118,1,35,30,50,90,0.41,0.24,0.35,50,0.24,0.491,7,1,1,5,1,1,7,2,0,1,1,0
149,1,34,30,50,90,0.43,0.23,0.34,30,0.43,0.634,5,6,1,1,1,1,4,3,0,1,1,0
129,1,17,25,60,100,0.42,0.38,0.2,60,0.38,0.041,7,1,1,7,1,1,9,1,0,1,1,0
186,1,6,10,35,75,0.5,0.32,0.18,75,0.18,0.026,9,1,1,9,1,1,9,1,0,1,1,0
112,1,35,30,50,90,0.41,0.24,0.35,50,0.24,0.863,9,1,1,7,1,1,6,3,0,1,1,0
150,1,16,25,60,100,0.45,0.37,0.18,25,0.45,0.196,5,1,1,1,1,1,5,3,0,1,1,0
156,1,29,40,65,100,0.38,0.34,0.28,65,0.34,0.392,9,2,2,5,1,1,9,1,0,1,1,0
180,1,4,10,35,75,0.5,0.31,0.19,10,0.5,0.324,6,1,2,4,4,5,6,5,0,1,1,0
144,1,14,30,50,95,0.33,0.29,0.38,50,0.29,0.428,5,1,1,1,1,1,5,1,0,1,1,0
116,1,6,10,35,75,0.5,0.32,0.18,75,0.18,0.459,7,1,1,4,1,1,3,1,0,1,1,0
141,1,20,25,45,80,0.26,0.32,0.42,45,0.32,0.786,6,1,1,5,1,1,6,3,0,1,1,0
131,1,20,25,45,80,0.26,0.32,0.42,45,0.32,0.082,8,2,2,2,2,2,2,2,0,1,1,0
172,1,24,20,60,90,0.33,0.2,0.47,90,0.47,0.461,9,1,1,7,1,1,7,1,0,1,1,0
123,1,22,20,60,90,0.32,0.16,0.52,20,0.32,0.528,4,1,5,5,1,1,7,1,0,1,1,0
170,1,16,25,60,100,0.45,0.37,0.18,25,0.45,0.145,9,1,1,1,1,1,1,1,0,1,1,0
145,1,37,20,50,90,0.28,0.19,0.53,20,0.28,0.656,6,6,4,5,4,4,5,6,0,1,1,0
107,1,3,0,30,60,0.41,0.37,0.22,60,0.22,0.635,7,3,2,5,3,2,3,2,0,1,1,0
126,1,21,25,45,80,0.3,0.3,0.4,80,0.4,0.043,9,1,1,8,1,1,1,1,0,1,1,0
178,1,3,0,30,60,0.41,0.37,0.22,60,0.22,0.988,8,1,1,8,1,1,7,1,0,1,1,0
8,1,14,30,50,95,0.33,0.29,0.38,50,0.29,0.64,7,1,1,1,1,1,8,3,0,1,1,0
60,1,45,10,50,75,0.6,0.24,0.16,75,0.16,0.871,9,1,1,7,1,1,9,1,0,1,1,0
189,1,11,20,45,70,0.41,0.35,0.24,45,0.35,0.73,7,1,1,5,1,1,7,1,0,1,1,0
196,1,17,25,60,100,0.42,0.38,0.2,60,0.38,0.447,7,1,1,8,1,1,7,1,0,1,1,0
142,1,50,50,75,90,0.32,0.5,0.18,75,0.5,0.829,6,1,1,5,1,1,5,1,0,1,1,0
104,1,20,25,45,80,0.26,0.32,0.42,45,0.32,0.312,6,6,6,6,1,1,1,1,0,1,1,0
160,1,40,0,40,95,0.27,0.38,0.35,0,0.27,0.329,4,7,6,2,6,4,6,8,0,1,1,0
127,1,17,25,60,100,0.42,0.38,0.2,60,0.38,0.995,5,3,4,7,1,1,6,3,0,1,1,0
162,1,9,15,70,80,0.45,0.29,0.26,80,0.26,0.675,8,1,1,8,1,1,8,1,0,1,1,0
148,1,50,50,75,90,0.32,0.5,0.18,75,0.5,0.141,8,3,1,5,1,1,8,3,0,1,1,0
155,1,50,50,75,90,0.32,0.5,0.18,75,0.5,0.652,6,2,1,1,1,1,1,3,0,1,1,0
184,1,43,10,50,75,0.55,0.28,0.17,10,0.55,0.926,7,2,1,2,1,1,5,4,0,1,1,0
132,1,30,40,65,100,0.37,0.32,0.31,100,0.31,0.769,9,1,1,1,1,1,1,1,0,1,1,0
114,1,46,55,70,85,0.26,0.53,0.21,55,0.26,0.967,1,9,9,9,9,1,1,9,0,1,1,0
120,1,11,20,45,70,0.41,0.35,0.24,45,0.35,0.55,6,1,1,5,1,1,5,1,0,1,1,0
165,1,21,25,45,80,0.3,0.3,0.4,80,0.4,0.561,8,1,1,7,1,1,4,1,0,1,1,0
117,1,41,0,40,95,0.27,0.4,0.33,40,0.4,0.899,7,1,1,1,1,1,5,1,0,1,1,0
175,1,22,20,60,90,0.32,0.16,0.52,20,0.32,0.856,7,1,1,6,1,1,1,1,0,1,1,0
151,1,41,0,40,95,0.27,0.4,0.33,40,0.4,0.069,8,1,1,4,1,1,9,1,0,1,1,0
193,1,49,50,75,90,0.3,0.52,0.18,50,0.3,0.039,8,1,1,5,1,1,7,2,0,1,1,0
169,1,16,25,60,100,0.45,0.37,0.18,25,0.45,0.22,5,5,2,2,2,1,5,5,0,1,1,0
109,1,27,15,50,75,0.25,0.38,0.37,75,0.37,0.832,9,1,1,5,1,1,8,1,0,1,1,0
134,1,27,15,50,75,0.25,0.38,0.37,75,0.37,0.106,8,1,1,3,1,1,6,1,0,1,1,0
176,1,41,0,40,95,0.27,0.4,0.33,40,0.4,0.825,3,1,1,3,1,1,6,1,0,1,1,0
166,1,32,45,60,90,0.52,0.29,0.19,60,0.29,0.317,7,1,1,4,1,1,1,2,0,1,1,0
140,1,41,0,40,95,0.27,0.4,0.33,40,0.4,0.086,5,1,1,1,1,1,4,2,0,1,1,0
78,1,40,0,40,95,0.27,0.38,0.35,0,0.27,0.307,1,7,7,6,8,1,2,8,0,1,1,0
119,1,32,45,60,90,0.52,0.29,0.19,60,0.29,0.866,7,1,1,7,1,1,6,2,0,1,1,0
124,1,42,0,40,95,0.26,0.42,0.32,95,0.32,0.534,8,1,1,5,1,1,5,1,0,1,1,0
158,1,3,0,30,60,0.41,0.37,0.22,60,0.22,0.953,9,1,1,9,1,1,9,1,0,1,1,0
122,1,48,55,70,85,0.25,0.52,0.23,85,0.23,0.929,8,1,1,4,1,1,8,1,0,1,1,0
103,1,43,10,50,75,0.55,0.28,0.17,10,0.55,0.403,5,3,1,2,1,1,3,1,0,1,1,0
167,1,3,0,30,60,0.41,0.37,0.22,60,0.22,0.609,8,1,1,4,1,1,1,1,0,1,1,0
152,1,33,45,60,90,0.5,0.3,0.2,90,0.2,0.933,7,1,1,8,1,1,8,1,0,1,1,0
173,1,34,30,50,90,0.43,0.23,0.34,30,0.43,0.059,5,1,1,1,1,1,5,1,0,1,1,0
198,1,6,10,35,75,0.5,0.32,0.18,75,0.18,0.79,9,1,1,8,1,1,7,1,0,1,1,0
179,1,12,20,45,70,0.4,0.34,0.26,70,0.26,0.679,9,1,1,8,1,1,9,1,0,1,1,0
143,1,5,10,35,75,0.515,0.3,0.185,35,0.3,0.521,6,1,1,4,1,1,8,4,0,1,1,0
159,1,18,25,60,100,0.43,0.35,0.22,100,0.22,0.091,9,1,1,8,1,1,1,1,0,1,1,0
25,1,10,20,45,70,0.43,0.39,0.18,20,0.43,0.061,5,3,1,1,1,1,3,8,0,1,1,0
163,1,45,10,50,75,0.6,0.24,0.16,75,0.16,0.908,8,1,1,7,1,2,8,1,0,1,1,0
171,1,25,15,50,75,0.21,0.36,0.43,15,0.21,0.845,7,1,1,5,1,1,5,7,0,1,1,0
187,1,26,15,50,75,0.24,0.4,0.36,50,0.4,0.094,5,1,1,4,1,1,3,1,0,1,1,0
183,1,48,55,70,85,0.25,0.52,0.23,85,0.23,0.305,7,1,1,1,1,1,1,1,0,1,1,0
188,1,26,15,50,75,0.24,0.4,0.36,50,0.4,0.106,9,1,1,9,1,1,8,1,0,1,1,0
108,1,1,0,30,60,0.38,0.36,0.26,0,0.38,0.713,1,8,5,5,5,1,1,9,0,1,1,0
161,1,20,25,45,80,0.26,0.32,0.42,45,0.32,0.673,5,2,1,1,1,3,5,2,0,1,1,0
195,1,31,45,60,90,0.54,0.3,0.16,45,0.54,0.55,5,1,1,3,1,1,6,2,0,1,1,0
106,1,34,30,50,90,0.43,0.23,0.34,30,0.43,0.554,8,1,1,1,1,1,2,1,0,1,1,0
113,1,40,0,40,95,0.27,0.38,0.35,0,0.27,0.76,1,5,4,4,3,1,4,9,0,1,1,0
197,1,34,30,50,90,0.43,0.23,0.34,30,0.43,0.097,7,1,1,5,1,1,7,1,0,1,1,0
115,1,45,10,50,75,0.6,0.24,0.16,75,0.16,0.191,9,1,1,6,1,1,1,1,0,1,1,0
137,1,13,30,50,95,0.31,0.25,0.44,30,0.31,0.873,5,6,4,5,3,1,4,9,0,1,1,0
153,1,25,15,50,75,0.21,0.36,0.43,15,0.21,0.837,5,1,1,5,2,1,5,7,0,1,1,0
164,1,30,40,65,100,0.37,0.32,0.31,100,0.31,0.315,8,1,1,7,1,1,8,1,0,1,1,0
111,1,32,45,60,90,0.52,0.29,0.19,60,0.29,0.037,9,1,1,5,1,1,9,1,0,1,1,0
182,1,48,55,70,85,0.25,0.52,0.23,85,0.23,0.652,9,1,1,9,1,1,9,1,0,1,1,0
177,1,34,30,50,90,0.43,0.23,0.34,30,0.43,0.665,7,2,1,2,1,1,1,3,0,1,1,0
135,1,9,15,70,80,0.45,0.29,0.26,80,0.26,0.913,9,1,1,9,1,1,9,1,0,1,1,0
194,1,43,10,50,75,0.55,0.28,0.17,10,0.55,0.498,6,1,1,6,1,1,9,1,0,1,1,0
139,1,25,15,50,75,0.21,0.36,0.43,15,0.21,0.703,1,1,1,1,1,1,1,1,0,1,1,0
185,1,12,20,45,70,0.4,0.34,0.26,70,0.26,0.232,9,1,1,7,1,1,9,1,0,1,1,0
125,1,35,30,50,90,0.41,0.24,0.35,50,0.24,0.912,9,1,1,9,1,1,9,2,0,1,1,0
181,1,23,20,60,90,0.34,0.22,0.44,60,0.22,0.558,7,1,1,7,1,1,7,1,0,1,1,0
154,1,21,25,45,80,0.3,0.3,0.4,80,0.4,0.94,7,1,1,7,1,1,7,1,0,1,1,0
146,1,23,20,60,90,0.34,0.22,0.44,60,0.22,0.882,9,1,1,7,1,1,8,1,0,1,1,0
147,1,7,15,70,80,0.47,0.28,0.25,15,0.47,0.653,4,3,1,1,1,1,3,6,0,1,1,0
192,1,33,45,60,90,0.5,0.3,0.2,90,0.2,0.088,9,1,1,8,1,1,6,1,0,1,1,0
157,1,1,0,30,60,0.38,0.36,0.26,0,0.38,0.832,3,7,3,1,1,1,3,5,0,1,1,0
190,1,1,0,30,60,0.38,0.36,0.26,0,0.38,0.023,1,5,5,5,5,2,1,5,0,1,1,0
128,1,43,10,50,75,0.55,0.28,0.17,10,0.55,0.526,5,1,1,1,1,1,5,3,0,1,1,0
138,1,50,50,75,90,0.32,0.5,0.18,75,0.5,0.812,5,2,2,7,2,1,8,3,0,1,1,0
136,1,50,50,75,90,0.32,0.5,0.18,75,0.5,0.242,9,1,1,9,1,1,9,1,0,1,1,0
110,1,13,30,50,95,0.31,0.25,0.44,30,0.31,0.049,5,1,1,4,1,1,4,4,0,1,1,0
130,1,22,20,60,90,0.32,0.16,0.52,20,0.32,0.111,7,2,2,5,1,1,7,4,0,1,1,0
133,1,25,15,50,75,0.21,0.36,0.43,15,0.21,0.104,1,4,1,8,5,1,1,9,0,1,1,0
121,1,41,0,40,95,0.27,0.4,0.33,40,0.4,0.276,9,1,1,9,1,1,7,1,0,1,1,0
168,1,24,20,60,90,0.33,0.2,0.47,90,0.47,0.208,9,1,1,9,1,1,7,1,0,1,1,0
105,1,40,0,40,95,0.27,0.38,0.35,0,0.27,0.711,1,4,4,1,3,1,4,6,0,1,1,0
174,1,27,15,50,75,0.25,0.38,0.37,75,0.37,0.577,9,1,1,9,1,1,9,1,0,1,1,0
191,1,27,15,50,75,0.25,0.38,0.37,75,0.37,0.282,9,1,1,7,1,1,9,1,0,1,1,0
118,1,15,30,50,95,0.3,0.3,0.4,95,0.4,0.58,9,1,1,3,1,1,9,1,0,1,1,0
149,1,32,45,60,90,0.52,0.29,0.19,60,0.29,0.727,5,3,1,1,1,1,4,1,0,1,1,0
129,1,1,0,30,60,0.38,0.36,0.26,0,0.38,0.846,1,5,5,2,3,1,1,9,0,1,1,0
186,1,33,45,60,90,0.5,0.3,0.2,90,0.2,0.441,9,1,1,9,1,1,9,1,0,1,1,0
112,1,48,55,70,85,0.25,0.52,0.23,85,0.23,0.405,9,1,1,9,1,1,9,1,0,1,1,0
150,1,3,0,30,60,0.41,0.37,0.22,60,0.22,0.109,7,1,1,7,1,1,7,1,0,1,1,0
156,1,37,20,50,90,0.28,0.19,0.53,20,0.28,0.877,8,3,3,5,1,1,7,4,0,1,1,0
180,1,23,20,60,90,0.34,0.22,0.44,60,0.22,0.985,7,1,2,6,2,2,5,3,0,1,1,0
144,1,28,40,65,100,0.36,0.4,0.24,40,0.36,0.72,5,1,1,1,1,1,5,1,0,1,1,0
116,1,44,10,50,75,0.58,0.24,0.18,50,0.24,0.967,6,1,1,3,1,1,3,1,0,1,1,0
141,1,49,50,75,90,0.3,0.52,0.18,50,0.3,0.617,5,3,1,6,2,1,6,7,0,1,1,0
131,1,22,20,60,90,0.32,0.16,0.52,20,0.32,0.887,8,2,2,2,2,2,2,2,0,1,1,0
172,1,21,25,45,80,0.3,0.3,0.4,80,0.4,0.923,8,1,1,5,1,1,8,1,0,1,1,0
123,1,14,30,50,95,0.33,0.29,0.38,50,0.29,0.196,7,3,3,8,1,1,5,1,0,1,1,0
170,1,32,45,60,90,0.52,0.29,0.19,60,0.29,0.922,9,1,1,1,1,1,9,1,0,1,1,0
145,1,15,30,50,95,0.3,0.3,0.4,95,0.4,0.259,9,1,1,7,1,1,9,1,0,1,1,0
107,1,22,20,60,90,0.32,0.16,0.52,20,0.32,0.291,3,5,4,4,5,2,3,4,0,1,1,0
126,1,49,50,75,90,0.3,0.52,0.18,50,0.3,0.446,5,6,5,4,4,3,3,7,0,1,1,0
178,1,39,20,50,90,0.32,0.18,0.5,90,0.5,0.929,8,1,1,6,1,1,6,1,0,1,1,0
8,1,37,20,50,90,0.28,0.19,0.53,20,0.28,0.417,3,1,2,3,1,1,3,5,0,1,1,0
60,1,48,55,70,85,0.25,0.52,0.23,85,0.23,0.306,9,1,1,8,1,1,9,1,0,1,1,0
189,1,18,25,60,100,0.43,0.35,0.22,100,0.22,0.165,9,1,1,9,1,1,8,1,0,1,1,0
196,1,20,25,45,80,0.26,0.32,0.42,45,0.32,0.545,7,1,1,6,1,1,5,1,0,1,1,0
142,1,19,25,45,80,0.31,0.32,0.37,25,0.31,0.843,1,3,4,2,6,3,3,5,0,1,1,0
104,1,28,40,65,100,0.36,0.4,0.24,40,0.36,0.311,4,4,4,8,1,1,1,1,0,1,1,0
160,1,44,10,50,75,0.58,0.24,0.18,50,0.24,0.818,6,6,5,5,5,4,6,6,0,1,1,0
127,1,30,40,65,100,0.37,0.32,0.31,100,0.31,0.813,8,1,1,1,1,1,8,1,0,1,1,0
162,1,23,20,60,90,0.34,0.22,0.44,60,0.22,0.984,6,1,1,6,1,1,7,1,0,1,1,0
148,1,8,15,70,80,0.49,0.27,0.24,70,0.27,0.834,8,1,1,7,1,1,9,1,0,1,1,0
155,1,24,20,60,90,0.33,0.2,0.47,90,0.47,0.912,8,1,1,2,1,1,6,1,0,1,1,0
184,1,40,0,40,95,0.27,0.38,0.35,0,0.27,0.825,3,2,2,4,1,1,3,3,0,1,1,0
132,1,29,40,65,100,0.38,0.34,0.28,65,0.34,0.75,8,2,1,1,1,1,7,3,0,1,1,0
114,1,21,25,45,80,0.3,0.3,0.4,80,0.4,0.999,9,1,1,4,1,1,9,1,0,1,1,0
120,1,26,15,50,75,0.24,0.4,0.36,50,0.4,0.869,6,1,1,4,1,1,6,1,0,1,1,0
165,1,19,25,45,80,0.31,0.32,0.37,25,0.31,0.476,7,1,1,6,1,1,5,1,0,1,1,0
117,1,35,30,50,90,0.41,0.24,0.35,50,0.24,0.395,7,1,1,4,1,1,6,1,0,1,1,0
175,1,7,15,70,80,0.47,0.28,0.25,15,0.47,0.736,6,1,1,1,1,1,1,1,0,1,1,0
151,1,11,20,45,70,0.41,0.35,0.24,45,0.35,0.854,8,1,1,6,1,1,9,1,0,1,1,0
193,1,19,25,45,80,0.31,0.32,0.37,25,0.31,0.685,7,1,1,3,1,1,7,3,0,1,1,0
169,1,46,55,70,85,0.26,0.53,0.21,55,0.26,0.35,4,4,2,2,3,1,6,4,0,1,1,0
109,1,9,15,70,80,0.45,0.29,0.26,80,0.26,0.435,8,1,1,7,1,1,8,1,0,1,1,0
134,1,28,40,65,100,0.36,0.4,0.24,40,0.36,0.121,2,7,1,1,1,1,2,3,0,1,1,0
176,1,21,25,45,80,0.3,0.3,0.4,80,0.4,0.936,3,1,1,3,1,1,2,1,0,1,1,0
166,1,14,30,50,95,0.33,0.29,0.38,50,0.29,0.121,6,1,1,3,1,1,1,3,0,1,1,0
140,1,16,25,60,100,0.45,0.37,0.18,25,0.45,0.807,5,3,2,2,1,1,3,6,0,1,1,0
78,1,27,15,50,75,0.25,0.38,0.37,75,0.37,0.482,8,1,1,6,1,1,6,2,0,1,1,0
119,1,8,15,70,80,0.49,0.27,0.24,70,0.27,0.923,8,1,1,8,1,1,8,2,0,1,1,0
124,1,30,40,65,100,0.37,0.32,0.31,100,0.31,0.887,8,1,1,4,1,1,5,1,0,1,1,0
158,1,1,0,30,60,0.38,0.36,0.26,0,0.38,0.985,1,9,7,5,1,1,5,9,0,1,1,0
122,1,6,10,35,75,0.5,0.32,0.18,75,0.18,0.07,9,1,1,3,1,1,7,1,0,1,1,0
103,1,13,30,50,95,0.31,0.25,0.44,30,0.31,0.569,6,2,1,4,1,1,5,1,0,1,1,0
167,1,40,0,40,95,0.27,0.38,0.35,0,0.27,0.96,4,1,1,1,1,1,1,1,0,1,1,0
152,1,19,25,45,80,0.31,0.32,0.37,25,0.31,0.112,4,1,1,3,1,1,7,5,0,1,1,0
173,1,50,50,75,90,0.32,0.5,0.18,75,0.5,0.594,6,1,1,1,1,1,6,1,0,1,1,0
198,1,12,20,45,70,0.4,0.34,0.26,70,0.26,0.619,9,1,1,9,1,1,7,1,0,1,1,0
179,1,2,0,30,60,0.42,0.31,0.27,30,0.31,0.379,4,2,1,3,3,1,4,4,0,1,1,0
143,1,39,20,50,90,0.32,0.18,0.5,90,0.5,0.7,8,1,1,9,1,1,7,1,0,1,1,0
159,1,37,20,50,90,0.28,0.19,0.53,20,0.28,0.618,2,5,3,6,3,1,1,7,0,1,1,0
25,1,8,15,70,80,0.49,0.27,0.24,70,0.27,0.967,8,1,1,5,1,1,9,1,0,1,1,0
163,1,34,30,50,90,0.43,0.23,0.34,30,0.43,0.155,7,2,1,4,1,3,4,7,0,1,1,0
171,1,44,10,50,75,0.58,0.24,0.18,50,0.24,0.864,9,1,1,9,1,1,5,1,0,1,1,0
187,1,39,20,50,90,0.32,0.18,0.5,90,0.5,0.578,7,1,1,7,1,1,4,1,0,1,1,0
183,1,21,25,45,80,0.3,0.3,0.4,80,0.4,0.455,6,1,1,6,1,1,1,1,0,1,1,0
188,1,2,0,30,60,0.42,0.31,0.27,30,0.31,0.753,7,1,1,6,1,1,8,2,0,1,1,0
108,1,17,25,60,100,0.42,0.38,0.2,60,0.38,0.211,7,1,1,8,1,1,7,1,0,1,1,0
161,1,30,40,65,100,0.37,0.32,0.31,100,0.31,0.589,4,2,1,1,1,2,4,1,0,1,1,0
195,1,25,15,50,75,0.21,0.36,0.43,15,0.21,0.12,5,1,1,5,2,1,5,3,0,1,1,0
106,1,4,10,35,75,0.5,0.31,0.19,10,0.5,0.243,9,1,1,1,1,1,1,1,0,1,1,0
113,1,31,45,60,90,0.54,0.3,0.16,45,0.54,0.327,5,2,2,1,2,1,2,4,0,1,1,0
197,1,45,10,50,75,0.6,0.24,0.16,75,0.16,0.394,9,1,1,6,1,1,9,1,0,1,1,0
115,1,37,20,50,90,0.28,0.19,0.53,20,0.28,0.663,4,5,3,6,2,1,1,9,0,1,1,0
137,1,36,30,50,90,0.39,0.25,0.36,90,0.36,0.775,9,1,1,7,1,1,9,1,0,1,1,0
153,1,6,10,35,75,0.5,0.32,0.18,75,0.18,0.519,9,1,1,8,1,1,8,1,0,1,1,0
164,1,40,0,40,95,0.27,0.38,0.35,0,0.27,0.515,1,7,1,5,2,1,1,9,0,1,1,0
111,1,31,45,60,90,0.54,0.3,0.16,45,0.54,0.99,6,2,1,1,1,1,5,5,0,1,1,0
182,1,27,15,50,75,0.25,0.38,0.37,75,0.37,0.045,9,1,1,7,1,1,9,1,0,1,1,0
177,1,26,15,50,75,0.24,0.4,0.36,50,0.4,0.842,7,2,1,1,1,1,1,1,0,1,1,0
135,1,44,10,50,75,0.58,0.24,0.18,50,0.24,0.741,7,1,7,7,1,1,7,1,0,1,1,0
194,1,37,20,50,90,0.28,0.19,0.53,20,0.28,0.051,7,1,1,7,1,1,9,1,0,1,1,0
139,1,15,30,50,95,0.3,0.3,0.4,95,0.4,0.671,9,9,9,9,9,9,9,9,0,1,1,0
185,1,38,20,50,90,0.3,0.18,0.52,50,0.18,0.215,7,3,2,6,1,1,7,5,0,1,1,0
125,1,19,25,45,80,0.31,0.32,0.37,25,0.31,0.564,6,1,1,3,1,1,5,5,0,1,1,0
181,1,50,50,75,90,0.32,0.5,0.18,75,0.5,0.181,6,1,1,8,1,1,8,1,0,1,1,0
154,1,10,20,45,70,0.43,0.39,0.18,20,0.43,0.111,6,1,1,2,1,1,4,4,0,1,1,0
146,1,10,20,45,70,0.43,0.39,0.18,20,0.43,0.537,7,2,2,2,2,2,5,4,0,1,1,0
147,1,22,20,60,90,0.32,0.16,0.52,20,0.32,0.44,2,2,4,4,2,1,2,8,0,1,1,0
192,1,13,30,50,95,0.31,0.25,0.44,30,0.31,0.777,7,2,1,6,1,1,5,1,0,1,1,0
157,1,27,15,50,75,0.25,0.38,0.37,75,0.37,0.627,6,1,1,5,1,1,5,2,0,1,1,0
190,1,24,20,60,90,0.33,0.2,0.47,90,0.47,0.087,7,2,2,7,2,2,7,2,0,1,1,0
128,1,25,15,50,75,0.21,0.36,0.43,15,0.21,0.355,4,1,1,1,1,1,4,3,0,1,1,0
138,1,7,15,70,80,0.47,0.28,0.25,15,0.47,0.294,1,6,4,1,4,1,1,9,0,1,1,0
136,1,28,40,65,100,0.36,0.4,0.24,40,0.36,0.508,9,1,1,9,1,1,9,1,0,1,1,0
110,1,14,30,50,95,0.33,0.29,0.38,50,0.29,0.263,6,1,1,1,1,1,6,2,0,1,1,0
130,1,9,15,70,80,0.45,0.29,0.26,80,0.26,0.828,9,1,1,8,1,1,1,1,0,1,1,0
133,1,29,40,65,100,0.38,0.34,0.28,65,0.34,0.05,6,3,1,1,1,1,5,1,0,1,1,0
121,1,2,0,30,60,0.42,0.31,0.27,30,0.31,0.528,9,1,1,9,1,1,7,1,0,1,1,0
168,1,45,10,50,75,0.6,0.24,0.16,75,0.16,0.162,9,1,1,7,1,1,7,1,0,1,1,0
105,1,49,50,75,90,0.3,0.52,0.18,50,0.3,0.987,6,3,1,4,1,1,6,1,0,1,1,0
174,1,5,10,35,75,0.515,0.3,0.185,35,0.3,0.408,8,1,1,7,1,1,7,1,0,1,1,0
191,1,9,15,70,80,0.45,0.29,0.26,80,0.26,0.863,9,1,1,8,1,1,9,1,0,1,1,0
118,1,25,15,50,75,0.21,0.36,0.43,15,0.21,0.977,3,7,1,5,1,1,4,5,0,1,1,0
149,1,4,10,35,75,0.5,0.31,0.19,10,0.5,0.629,6,3,1,1,1,1,3,3,0,1,1,0
129,1,7,15,70,80,0.47,0.28,0.25,15,0.47,0.172,2,2,2,1,1,1,1,9,0,1,1,0
186,1,17,25,60,100,0.42,0.38,0.2,60,0.38,0.924,9,1,1,5,1,1,9,1,0,1,1,0
