workerid,condition,firstPerson,order.1,order.2,order.3,order.4,order.5,order.6,order.7,order.8,order.9,order.10,spinnerID.1,spinnerID.2,spinnerID.3,spinnerID.4,spinnerID.5,spinnerID.6,spinnerID.7,spinnerID.8,spinnerID.9,spinnerID.10,payoff1.1,payoff1.2,payoff1.3,payoff1.4,payoff1.5,payoff1.6,payoff1.7,payoff1.8,payoff1.9,payoff1.10,payoff2.1,payoff2.2,payoff2.3,payoff2.4,payoff2.5,payoff2.6,payoff2.7,payoff2.8,payoff2.9,payoff2.10,payoff3.1,payoff3.2,payoff3.3,payoff3.4,payoff3.5,payoff3.6,payoff3.7,payoff3.8,payoff3.9,payoff3.10,prob1.1,prob1.2,prob1.3,prob1.4,prob1.5,prob1.6,prob1.7,prob1.8,prob1.9,prob1.10,prob2.1,prob2.2,prob2.3,prob2.4,prob2.5,prob2.6,prob2.7,prob2.8,prob2.9,prob2.10,prob3.1,prob3.2,prob3.3,prob3.4,prob3.5,prob3.6,prob3.7,prob3.8,prob3.9,prob3.10,win.1,win.2,win.3,win.4,win.5,win.6,win.7,win.8,win.9,win.10,winProb.1,winProb.2,winProb.3,winProb.4,winProb.5,winProb.6,winProb.7,winProb.8,winProb.9,winProb.10,angleProp.1,angleProp.2,angleProp.3,angleProp.4,angleProp.5,angleProp.6,angleProp.7,angleProp.8,angleProp.9,angleProp.10,reactionTime.1,reactionTime.2,reactionTime.3,reactionTime.4,reactionTime.5,reactionTime.6,reactionTime.7,reactionTime.8,reactionTime.9,reactionTime.10,happy.1,happy.2,happy.3,happy.4,happy.5,happy.6,happy.7,happy.8,happy.9,happy.10,sad.1,sad.2,sad.3,sad.4,sad.5,sad.6,sad.7,sad.8,sad.9,sad.10,anger.1,anger.2,anger.3,anger.4,anger.5,anger.6,anger.7,anger.8,anger.9,anger.10,surprise.1,surprise.2,surprise.3,surprise.4,surprise.5,surprise.6,surprise.7,surprise.8,surprise.9,surprise.10,disgust.1,disgust.2,disgust.3,disgust.4,disgust.5,disgust.6,disgust.7,disgust.8,disgust.9,disgust.10,fear.1,fear.2,fear.3,fear.4,fear.5,fear.6,fear.7,fear.8,fear.9,fear.10,content.1,content.2,content.3,content.4,content.5,content.6,content.7,content.8,content.9,content.10,disapp.1,disapp.2,disapp.3,disapp.4,disapp.5,disapp.6,disapp.7,disapp.8,disapp.9,disapp.10,socCompArray.1,socCompArray.2,socCompArray.3,socCompArray.4,socCompArray.5,socCompArray.6,socCompArray.7,socCompArray.8,socCompArray.9,socCompArray.10,RSEArray.1,RSEArray.2,RSEArray.3,RSEArray.4,RSEArray.5,RSEArray.6,RSEArray.7,RSEArray.8,RSEArray.9,RSEArray.10,LOTRArray.1,LOTRArray.2,LOTRArray.3,LOTRArray.4,LOTRArray.5,LOTRArray.6,LOTRArray.7,LOTRArray.8,LOTRArray.9,LOTRArray.10,PHQArray.1,PHQArray.2,socComp,RSE,LOTR,SINS,PHQ,gender,age,nativeLanguage,browser,browserOS
131,1,1,1,2,3,4,5,6,7,8,9,10,36,35,45,15,32,2,18,12,47,30,30,30,10,30,45,0,25,20,55,40,50,50,50,50,60,30,60,45,70,65,90,90,75,95,90,60,100,70,85,100,0.39,0.41,0.6,0.3,0.52,0.42,0.43,0.4,0.28,0.37,0.25,0.24,0.24,0.3,0.29,0.31,0.35,0.34,0.51,0.32,0.36,0.35,0.16,0.4,0.19,0.27,0.22,0.26,0.21,0.31,90,50,75,95,60,30,100,70,70,100,0.36,0.24,0.16,0.4,0.29,0.31,0.22,0.26,0.51,0.31,0.19,0.985,0.837,0.737,0.591,0.511,0.943,0.274,0.625,0.092,23839,19621,15994,14090,13537,14066,15520,23459,14677,16516,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,3,3,5,3,3,3,5,4,4,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,7,1,1,6,4,3,1,7,1,9,1,2,3,2,3,0,0,2,3,3,4,1,4,3,6,7,5,4,7,3,0,1,76,6,18,1,1,F,26,english,Safari,Mac
132,1,0,1,2,3,4,5,6,7,8,9,10,30,7,28,44,46,35,10,39,41,25,40,15,40,10,55,30,20,20,0,15,65,70,65,50,70,50,45,50,40,50,100,80,100,75,85,90,70,90,95,75,0.37,0.47,0.36,0.58,0.26,0.41,0.43,0.32,0.27,0.21,0.32,0.28,0.4,0.24,0.53,0.24,0.39,0.18,0.4,0.36,0.31,0.25,0.24,0.18,0.21,0.35,0.18,0.5,0.33,0.43,100,15,40,50,55,50,20,90,40,15,0.31,0.47,0.36,0.24,0.26,0.24,0.43,0.5,0.4,0.21,0.992,0.381,0.313,0.421,0.782,0.989,0.185,0.569,0.328,0.42,32532,22809,27839,22088,21907,24704,20441,13467,16887,21804,9,3,4,7,2,4,3,9,6,2,1,7,5,1,4,2,2,1,1,2,1,8,5,2,6,3,3,1,1,2,8,3,4,5,4,3,1,5,4,6,1,5,1,1,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,9,1,1,5,1,3,1,9,5,1,1,9,7,4,7,3,7,1,4,9,6,1,5,5,6,1,2,5,4,5,3,2,1,1,0,2,2,2,1,1,2,5,4,5,4,1,6,3,6,3,1,1,64,20,18,1,2,M,28,English,Chrome,Windows
133,1,0,1,2,3,4,5,6,7,8,9,10,40,14,48,3,13,46,6,1,33,24,0,30,55,0,30,55,10,0,45,20,40,50,70,30,50,70,35,30,60,60,95,95,85,60,95,85,75,60,90,90,0.27,0.33,0.25,0.41,0.31,0.26,0.5,0.38,0.5,0.33,0.38,0.29,0.52,0.37,0.25,0.53,0.32,0.36,0.3,0.2,0.35,0.38,0.23,0.22,0.44,0.21,0.18,0.26,0.2,0.47,0,50,85,60,30,55,75,0,90,90,0.27,0.29,0.23,0.22,0.31,0.26,0.18,0.38,0.2,0.47,0.368,0.721,0.213,0.113,0.354,0.343,0.822,0.347,0.997,0.35,20315,19960,16977,13733,18495,18835,14771,15815,16419,12259,1,5,9,9,1,1,9,1,9,9,8,3,1,1,8,8,1,6,1,1,5,3,1,1,2,2,1,1,1,1,5,3,4,5,6,5,7,6,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,3,2,9,1,9,9,8,5,1,1,7,7,1,7,1,1,6,4,5,6,7,3,7,7,4,7,2,2,1,2,1,2,2,2,1,1,4,3,4,5,5,5,3,4,3,5,0,0,60,19,28,2,0,M,32,English,Firefox,Mac
134,1,0,1,2,3,4,5,6,7,8,9,10,17,7,5,31,21,3,8,29,45,19,25,15,10,45,25,0,15,40,10,25,60,70,35,60,45,30,70,65,50,45,100,80,75,90,80,60,80,100,75,80,0.42,0.47,0.515,0.54,0.3,0.41,0.49,0.38,0.6,0.31,0.38,0.28,0.3,0.3,0.3,0.37,0.27,0.34,0.24,0.32,0.2,0.25,0.185,0.16,0.4,0.22,0.24,0.28,0.16,0.37,60,15,35,45,80,60,70,65,75,25,0.38,0.47,0.3,0.54,0.4,0.22,0.27,0.34,0.16,0.31,0.113,0.022,0.514,0.509,0.048,0.071,0.064,0.556,0.589,0.804,32322,32685,28132,32362,26889,21052,27309,26556,20209,20665,6,3,5,6,7,6,6,4,7,4,2,3,1,2,1,1,2,2,1,2,1,3,1,1,1,1,1,1,1,1,2,1,1,1,4,8,4,2,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,4,4,7,6,6,4,7,4,5,9,3,2,1,1,2,3,1,7,3,5,7,5,1,4,6,1,3,9,0,1,3,0,3,0,0,3,3,3,1,4,6,1,1,4,6,1,6,1,1,1,44,1,9,3,2,F,33,English,Firefox,Windows
135,1,1,1,2,3,4,5,6,7,8,9,10,18,47,27,1,33,35,2,7,48,46,25,55,15,0,45,30,0,15,55,55,60,70,50,30,60,50,30,70,70,70,100,85,75,60,90,90,60,80,85,85,0.43,0.28,0.25,0.38,0.5,0.41,0.42,0.47,0.25,0.26,0.35,0.51,0.38,0.36,0.3,0.24,0.31,0.28,0.52,0.53,0.22,0.21,0.37,0.26,0.2,0.35,0.27,0.25,0.23,0.21,100,70,75,0,90,50,30,15,85,55,0.22,0.51,0.37,0.38,0.2,0.24,0.31,0.47,0.23,0.26,0.215,0.236,0.338,0.142,0.875,0.912,0.746,0.497,0.87,0.153,21541,12776,17629,27062,18732,21296,12741,10901,12812,11875,7,7,6,1,6,6,6,6,6,6,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,1,2,6,5,3,3,2,3,1,1,1,1,1,1,1,1,1,6,2,6,6,3,7,5,7,4,8,2,2,2,1,1,1,1,3,3,3,1,1,5,2,3,5,5,2,5,2,2,2,56,10,14,3,4,F,22,English,Firefox,Mac
136,1,1,1,2,3,4,5,6,7,8,9,10,9,30,1,8,20,13,45,16,27,25,15,40,0,15,25,30,10,25,15,15,70,65,30,70,45,50,50,60,50,50,80,100,60,80,80,95,75,100,75,75,0.45,0.37,0.38,0.49,0.26,0.31,0.6,0.45,0.25,0.21,0.29,0.32,0.36,0.27,0.32,0.25,0.24,0.37,0.38,0.36,0.26,0.31,0.26,0.24,0.42,0.44,0.16,0.18,0.37,0.43,80,100,0,70,45,30,75,25,75,15,0.26,0.31,0.38,0.27,0.32,0.31,0.16,0.45,0.37,0.21,0.563,0.535,0.242,0.509,0.727,0.372,0.245,0.277,0.861,0.889,17777,14107,18903,17028,20884,18232,13046,18940,14514,19323,9,9,1,8,5,2,9,3,9,2,1,1,8,1,2,5,1,5,1,7,1,1,2,1,1,1,1,1,1,5,9,9,2,7,6,2,9,2,8,5,1,1,4,1,2,5,1,2,1,5,1,1,1,1,1,1,1,1,1,1,9,9,1,9,7,5,9,4,9,2,1,1,9,1,4,8,1,6,1,8,5,3,2,8,8,7,5,7,3,7,3,3,0,3,0,3,3,0,0,0,5,6,2,6,5,4,2,5,4,5,0,0,65,30,32,3,0,M,40,English,Chrome,Windows
137,1,0,1,2,3,4,5,6,7,8,9,10,5,36,35,11,46,12,27,15,39,38,10,30,30,20,55,20,15,30,20,20,35,50,50,45,70,45,50,50,50,50,75,90,90,70,85,70,75,95,90,90,0.515,0.39,0.41,0.41,0.26,0.4,0.25,0.3,0.32,0.3,0.3,0.25,0.24,0.35,0.53,0.34,0.38,0.3,0.18,0.18,0.185,0.36,0.35,0.24,0.21,0.26,0.37,0.4,0.5,0.52,35,90,50,45,55,70,75,95,90,50,0.3,0.36,0.24,0.35,0.26,0.26,0.37,0.4,0.5,0.18,0.227,0.526,0.307,0.899,0.408,0.607,0.731,0.918,0.473,0.131,23292,11982,18672,21548,22882,9303,11274,10194,17676,22062,6,9,8,7,6,9,9,9,9,5,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,9,8,6,3,9,9,9,8,7,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,8,6,5,9,9,9,9,5,2,1,1,2,4,1,1,1,1,6,8,5,5,8,3,3,4,8,2,8,1,3,1,3,0,1,2,1,2,1,1,3,7,3,7,5,6,2,6,3,1,2,66,20,12,1,3,F,26,ENGLISH,Chrome,Windows
138,1,1,1,2,3,4,5,6,7,8,9,10,15,39,10,37,30,46,44,5,38,17,30,20,20,20,40,55,10,10,20,25,50,50,45,50,65,70,50,35,50,60,95,90,70,90,100,85,75,75,90,100,0.3,0.32,0.43,0.28,0.37,0.26,0.58,0.515,0.3,0.42,0.3,0.18,0.39,0.19,0.32,0.53,0.24,0.3,0.18,0.38,0.4,0.5,0.18,0.53,0.31,0.21,0.18,0.185,0.52,0.2,95,90,20,20,100,55,50,35,50,60,0.4,0.5,0.43,0.28,0.31,0.26,0.24,0.3,0.18,0.38,0.142,0.833,0.02,0.156,0.879,0.267,0.915,0.607,0.976,0.916,17602,17708,14434,16467,13140,12212,56468,9703,11516,10739,9,2,9,4,9,9,9,9,5,9,9,5,7,9,9,9,9,9,5,9,8,6,9,9,9,9,9,9,6,9,9,4,6,7,9,9,4,9,6,9,9,7,5,1,1,1,1,1,1,1,7,1,3,1,1,1,1,1,1,1,9,4,6,1,1,1,1,1,1,1,9,2,5,9,1,1,1,1,1,1,9,9,1,1,8,2,8,9,1,9,3,3,0,1,2,3,3,3,0,2,1,6,5,4,6,6,4,1,3,6,2,0,65,21,23,6,2,M,29,english,Chrome,Windows
139,1,0,1,2,3,4,5,6,7,8,9,10,38,14,16,45,6,19,28,37,32,5,20,30,25,10,10,25,40,20,45,10,50,50,60,50,35,45,65,50,60,35,90,95,100,75,75,80,100,90,90,75,0.3,0.33,0.45,0.6,0.5,0.31,0.36,0.28,0.52,0.515,0.18,0.29,0.37,0.24,0.32,0.32,0.4,0.19,0.29,0.3,0.52,0.38,0.18,0.16,0.18,0.37,0.24,0.53,0.19,0.185,50,50,25,75,75,25,40,20,60,35,0.18,0.29,0.45,0.16,0.18,0.31,0.36,0.28,0.29,0.3,0.536,0.732,0.15,0.409,0.119,0.309,0.773,0.798,0.296,0.067,17196,16452,17587,12816,13570,17192,16841,15581,13816,14546,6,7,2,9,9,4,4,3,6,5,1,1,3,1,1,4,5,6,1,2,1,1,1,1,1,1,1,1,1,1,5,4,1,9,9,2,2,5,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,1,9,9,3,3,3,6,5,1,2,7,1,1,7,7,7,3,3,8,1,1,6,9,1,1,8,1,9,3,3,0,3,0,3,3,0,0,0,6,6,3,6,6,6,7,6,6,6,0,0,85,30,26,3,0,M,26,English,Chrome,Windows
140,1,0,1,2,3,4,5,6,7,8,9,10,41,17,26,22,40,7,10,35,44,4,0,25,15,20,0,15,20,30,10,10,40,60,50,60,40,70,45,50,50,35,95,100,75,90,95,80,70,90,75,75,0.27,0.42,0.24,0.32,0.27,0.47,0.43,0.41,0.58,0.5,0.4,0.38,0.4,0.16,0.38,0.28,0.39,0.24,0.24,0.31,0.33,0.2,0.36,0.52,0.35,0.25,0.18,0.35,0.18,0.19,40,60,50,20,0,15,20,50,50,10,0.4,0.38,0.4,0.32,0.27,0.47,0.43,0.24,0.24,0.5,0.767,0.955,0.664,0.088,0.957,0.66,0.033,0.609,0.664,0.586,43393,26460,24863,30728,26217,28239,28730,20830,24663,27255,7,7,7,6,2,5,4,6,7,3,2,2,1,2,1,1,1,1,1,1,4,2,2,5,7,5,1,1,1,1,7,7,7,2,7,7,6,6,7,7,3,2,1,5,7,5,5,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,5,5,2,5,5,5,6,5,5,5,5,8,7,8,6,5,2,7,6,2,2,3,3,2,2,7,3,8,2,2,1,2,1,2,2,1,1,1,5,5,2,3,4,3,3,5,2,4,0,0,66,20,29,2,0,F,43,english,Chrome,Windows
141,1,0,1,2,3,4,5,6,7,8,9,10,11,34,32,18,12,22,31,43,50,4,20,30,45,25,20,20,45,10,50,10,45,50,60,60,45,60,60,50,75,35,70,90,90,100,70,90,90,75,90,75,0.41,0.43,0.52,0.43,0.4,0.32,0.54,0.55,0.32,0.5,0.35,0.23,0.29,0.35,0.34,0.16,0.3,0.28,0.5,0.31,0.24,0.34,0.19,0.22,0.26,0.52,0.16,0.17,0.18,0.19,45,30,60,100,70,20,45,10,75,10,0.35,0.43,0.29,0.22,0.26,0.32,0.54,0.55,0.5,0.5,0.139,0.946,0.173,0.951,0.88,0.515,0.317,0.745,0.708,0.007,31386,35339,19112,24933,17687,25114,35478,28486,14825,34712,8,6,7,9,9,6,6,6,9,5,1,2,1,1,1,4,1,2,1,3,1,1,1,1,1,1,2,4,1,4,5,5,5,9,9,5,5,5,9,5,1,2,1,1,1,2,3,4,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,2,1,3,1,4,1,1,1,5,9,6,1,9,9,3,4,7,7,5,1,9,1,9,2,3,1,3,0,2,0,1,1,0,5,4,4,5,5,5,1,6,3,6,0,0,77,22,32,1,0,M,29,English,Firefox,Windows
142,1,0,1,2,3,4,5,6,7,8,9,10,49,48,15,40,35,34,12,1,23,13,50,55,30,0,30,30,20,0,20,30,75,70,50,40,50,50,45,30,60,50,90,85,95,95,90,90,70,60,90,95,0.3,0.25,0.3,0.27,0.41,0.43,0.4,0.38,0.34,0.31,0.52,0.52,0.3,0.38,0.24,0.23,0.34,0.36,0.22,0.25,0.18,0.23,0.4,0.35,0.35,0.34,0.26,0.26,0.44,0.44,50,85,95,0,50,30,70,0,60,30,0.3,0.23,0.4,0.27,0.24,0.43,0.26,0.38,0.22,0.31,0.755,0.202,0.292,0.473,0.243,0.998,0.397,0.741,0.709,0.946,30696,19845,22147,21049,27878,27761,24630,22494,34228,26110,3,7,7,2,5,3,8,2,5,2,5,1,1,8,3,5,1,7,3,6,6,1,1,7,2,4,1,6,2,6,6,6,5,6,4,3,6,4,5,6,3,1,1,6,2,2,1,5,1,6,1,1,1,1,1,1,1,1,1,1,4,7,7,1,5,4,7,1,5,1,7,1,1,8,4,5,1,8,3,7,6,2,2,6,2,5,4,4,5,7,2,2,1,2,2,1,1,2,2,2,2,3,5,2,5,3,6,3,6,2,1,1,57,14,13,1,2,M,27,English,Chrome,Windows
143,1,0,1,2,3,4,5,6,7,8,9,10,22,3,15,35,44,42,23,33,31,20,20,0,30,30,10,0,20,45,45,25,60,30,50,50,50,40,60,60,60,45,90,60,95,90,75,95,90,90,90,80,0.32,0.41,0.3,0.41,0.58,0.26,0.34,0.5,0.54,0.26,0.16,0.37,0.3,0.24,0.24,0.42,0.22,0.3,0.3,0.32,0.52,0.22,0.4,0.35,0.18,0.32,0.44,0.2,0.16,0.42,20,60,95,50,50,95,60,90,45,45,0.32,0.22,0.4,0.24,0.24,0.32,0.22,0.2,0.54,0.32,0.988,0.581,0.349,0.756,0.763,0.98,0.438,0.646,0.274,0.147,31382,12934,17772,15562,13923,12346,17671,10657,18459,23908,2,9,9,8,8,9,7,9,6,7,8,1,1,1,1,1,1,1,2,2,6,1,1,1,1,1,1,1,1,1,8,7,4,1,7,8,6,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,9,9,8,7,9,7,9,6,6,7,1,1,1,1,1,1,1,3,2,9,1,1,8,9,7,3,9,1,8,3,3,0,3,0,3,2,2,0,0,6,4,3,6,6,5,2,3,2,6,1,1,80,27,35,2,2,F,31,English,Mozilla,Windows
144,1,1,1,2,3,4,5,6,7,8,9,10,28,5,29,1,47,12,16,11,24,8,40,10,40,0,55,20,25,20,20,15,65,35,65,30,70,45,60,45,60,70,100,75,100,60,85,70,100,70,90,80,0.36,0.515,0.38,0.38,0.28,0.4,0.45,0.41,0.33,0.49,0.4,0.3,0.34,0.36,0.51,0.34,0.37,0.35,0.2,0.27,0.24,0.185,0.28,0.26,0.21,0.26,0.18,0.24,0.47,0.24,40,35,65,0,70,70,25,45,90,70,0.36,0.3,0.34,0.38,0.51,0.26,0.45,0.35,0.47,0.27,0.249,0.659,0.281,0.371,0.713,0.066,0.644,0.339,0.209,0.173,21836,13305,36947,12765,52798,12952,13146,12132,12843,14492,6,6,7,8,8,9,6,7,9,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,1,8,9,9,9,7,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,5,7,6,8,7,5,7,8,8,1,5,1,1,1,1,1,1,1,1,3,8,5,8,9,7,4,6,2,7,2,3,0,2,0,3,3,0,0,0,5,6,2,6,6,5,1,7,2,6,0,0,57,28,36,4,0,M,31,English,Safari,Mac
145,1,0,1,2,3,4,5,6,7,8,9,10,17,19,33,6,14,3,13,32,21,22,25,25,45,10,30,0,30,45,25,20,60,45,60,35,50,30,50,60,45,60,100,80,90,75,95,60,95,90,80,90,0.42,0.31,0.5,0.5,0.33,0.41,0.31,0.52,0.3,0.32,0.38,0.32,0.3,0.32,0.29,0.37,0.25,0.29,0.3,0.16,0.2,0.37,0.2,0.18,0.38,0.22,0.44,0.19,0.4,0.52,60,25,90,75,50,60,30,60,80,20,0.38,0.31,0.2,0.18,0.29,0.22,0.31,0.29,0.4,0.32,0.182,0.224,0.014,0.426,0.994,0.792,0.365,0.443,0.404,0.346,27923,20511,15542,13714,14924,12752,13785,16354,10089,11697,6,3,9,9,7,9,1,8,9,1,1,7,1,1,1,1,7,1,1,9,1,5,1,1,1,1,6,1,1,9,6,7,9,9,7,9,8,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,9,9,8,9,1,6,9,1,3,6,1,1,1,1,8,3,1,9,7,2,2,5,7,2,2,8,1,8,3,3,0,3,0,3,2,3,0,0,5,4,1,5,5,5,1,3,1,5,0,0,76,26,36,1,0,F,23,English,Firefox,Windows
146,1,0,1,2,3,4,5,6,7,8,9,10,18,50,22,13,10,41,42,11,6,23,25,50,20,30,20,0,0,20,10,20,60,75,60,50,45,40,40,45,35,60,100,90,90,95,70,95,95,70,75,90,0.43,0.32,0.32,0.31,0.43,0.27,0.26,0.41,0.5,0.34,0.35,0.5,0.16,0.25,0.39,0.4,0.42,0.35,0.32,0.22,0.22,0.18,0.52,0.44,0.18,0.33,0.32,0.24,0.18,0.44,100,75,20,30,20,40,95,45,75,60,0.22,0.5,0.32,0.31,0.43,0.4,0.32,0.35,0.18,0.22,0.039,0.085,0.046,0.014,0.657,0.133,0.346,0.834,0.638,0.361,42308,20678,20394,16729,24761,21413,16346,23048,14014,19430,9,6,1,1,5,5,9,5,9,6,1,2,9,9,5,4,1,4,1,7,1,1,9,9,3,2,1,3,1,4,9,3,8,7,1,2,7,3,9,5,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,9,6,1,1,3,6,9,4,9,5,1,3,9,9,6,7,1,7,1,7,5,3,5,6,3,2,1,5,1,7,3,3,0,2,0,2,2,3,1,1,5,5,4,5,5,6,5,2,3,5,0,1,64,22,27,1,1,M,39,english,Chrome,Windows
147,1,1,1,2,3,4,5,6,7,8,9,10,4,42,5,21,40,2,35,27,47,36,10,0,10,25,0,0,30,15,55,30,35,40,35,45,40,30,50,50,70,50,75,95,75,80,95,60,90,75,85,90,0.5,0.26,0.515,0.3,0.27,0.42,0.41,0.25,0.28,0.39,0.31,0.42,0.3,0.3,0.38,0.31,0.24,0.38,0.51,0.25,0.19,0.32,0.185,0.4,0.35,0.27,0.35,0.37,0.21,0.36,10,95,35,80,0,30,50,75,70,90,0.5,0.32,0.3,0.4,0.27,0.31,0.24,0.37,0.51,0.36,0.817,0.527,0.062,0.744,0.858,0.215,0.382,0.942,0.767,0.481,22563,14907,65030,23311,35691,12875,18213,341165,12536,11078,5,8,8,7,1,6,7,7,7,8,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,8,7,7,5,6,7,6,6,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,9,7,7,2,7,5,8,7,7,3,1,1,1,7,1,1,1,1,1,7,3,3,3,5,1,1,3,1,8,1,1,2,1,2,1,1,2,2,2,5,4,3,2,1,3,3,4,2,4,1,1,67,10,27,1,2,F,35,English,Firefox,Windows
148,1,1,1,2,3,4,5,6,7,8,9,10,11,31,10,27,40,18,48,9,28,21,20,45,20,15,0,25,55,15,40,25,45,60,45,50,40,60,70,70,65,45,70,90,70,75,95,100,85,80,100,80,0.41,0.54,0.43,0.25,0.27,0.43,0.25,0.45,0.36,0.3,0.35,0.3,0.39,0.38,0.38,0.35,0.52,0.29,0.4,0.3,0.24,0.16,0.18,0.37,0.35,0.22,0.23,0.26,0.24,0.4,45,45,20,75,0,100,85,80,40,80,0.35,0.54,0.43,0.37,0.27,0.22,0.23,0.26,0.36,0.4,0.084,0.334,0.353,0.272,0.301,0.076,0.892,0.34,0.204,0.949,81343,25100,32135,41835,46674,17110,15744,19029,15909,17824,7,7,6,9,2,9,9,9,6,9,1,1,2,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,1,1,9,2,9,8,9,1,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,1,9,1,9,9,9,7,9,1,3,4,1,8,1,1,1,3,1,8,1,1,7,8,5,1,7,2,8,2,2,0,3,0,3,2,1,1,0,4,5,1,7,7,5,4,6,4,7,2,1,78,25,33,1,3,F,33,english,Chrome,Windows
149,1,1,1,2,3,4,5,6,7,8,9,10,30,18,2,48,36,24,37,29,33,39,40,25,0,55,30,20,20,40,45,20,65,60,30,70,50,60,50,65,60,50,100,100,60,85,90,90,90,100,90,90,0.37,0.43,0.42,0.25,0.39,0.33,0.28,0.38,0.5,0.32,0.32,0.35,0.31,0.52,0.25,0.2,0.19,0.34,0.3,0.18,0.31,0.22,0.27,0.23,0.36,0.47,0.53,0.28,0.2,0.5,100,100,30,85,90,90,20,65,90,90,0.31,0.22,0.31,0.23,0.36,0.47,0.28,0.34,0.2,0.5,0.024,0.168,0.716,0.255,0.257,0.033,0.246,0.102,0.657,0.249,22195,15866,18596,12517,156435,12110,17600,17187,16641,10225,9,9,6,9,9,9,3,6,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,9,5,7,6,3,5,4,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,6,9,9,9,4,5,9,9,1,1,1,1,1,1,6,3,1,1,9,2,2,8,7,2,2,7,1,7,3,3,0,3,0,3,3,0,0,0,6,7,1,5,7,5,2,7,2,6,0,0,79,30,36,2,0,M,32,english,Chrome,Windows
150,1,0,1,2,3,4,5,6,7,8,9,10,20,17,21,39,32,46,12,10,3,7,25,25,25,20,45,55,20,20,0,15,45,60,45,50,60,70,45,45,30,70,80,100,80,90,90,85,70,70,60,80,0.26,0.42,0.3,0.32,0.52,0.26,0.4,0.43,0.41,0.47,0.32,0.38,0.3,0.18,0.29,0.53,0.34,0.39,0.37,0.28,0.42,0.2,0.4,0.5,0.19,0.21,0.26,0.18,0.22,0.25,45,60,80,90,60,55,70,20,60,15,0.32,0.38,0.4,0.5,0.29,0.26,0.26,0.43,0.22,0.47,0.028,0.714,0.164,0.265,0.431,0.148,0.156,0.781,0.229,0.366,23106,16542,12219,15553,15867,16596,19153,16463,18394,31492,7,8,9,9,7,6,9,4,9,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,6,9,5,8,5,9,3,9,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,9,6,9,9,6,4,9,2,9,1,4,2,1,1,3,7,1,8,1,7,9,2,2,9,8,3,1,9,1,9,3,3,0,2,2,2,2,1,1,1,5,6,6,4,5,2,5,6,6,1,0,0,85,22,17,1,0,M,23,english,Firefox,Windows
